City_ID,City,Lat,Lng,Max_Temp,Humidity,Cloudiness,Wind_Speed,Country,Date
200,zemio,5.0314,25.1361,19.95,23,55,1.63,CF,1675826811
201,baherden,38.4362,57.4316,10.36,50,95,3.12,TM,1675826812
202,troy,42.6056,-83.1499,3.96,74,100,4.63,US,1675826564
203,kaitangata,-46.2817,169.8464,14.95,49,18,6.7,NZ,1675826812
204,olinda,-8.0089,-34.8553,24.85,73,20,1.54,BR,1675826813
205,mahebourg,-20.4081,57.7,26.16,83,40,5.14,MU,1675826813
206,tshela,-4.9833,12.9333,22.72,98,99,1.05,CD,1675826814
207,manggar,-2.8833,108.2667,28.83,70,100,2.3,ID,1675826814
208,mapiripan,2.8892,-72.1256,26.4,58,81,2.03,CO,1675826815
209,korla,41.7597,86.1469,-0.38,81,13,1.17,CN,1675826815
210,cilegon,-6.0174,106.0538,27.05,75,100,0.95,ID,1675826816
211,cabedelo,-6.9811,-34.8339,23.37,75,99,3.71,BR,1675826816
212,bowen,-20.0167,148.2333,28.62,74,100,8.22,AU,1675826578
213,senador guiomard,-10.1522,-67.7392,23.86,98,95,1.3,BR,1675826817
214,nouadhibou,20.931,-17.0347,16.2,70,0,9.72,MR,1675826817
215,campbell river,50.0163,-125.2446,5.74,100,40,1.54,CA,1675826818
216,rorvik,64.8621,11.2373,6.06,65,20,9.77,NO,1675826818
217,carnarvon,-24.8667,113.6333,29.83,50,1,6.77,AU,1675826665
218,rialma,-15.315,-49.5844,20.85,89,49,0.31,BR,1675826819
219,starosubkhangulovo,53.1031,57.4423,-20.54,100,96,0.78,RU,1675826819
220,port moresby,-9.4431,147.1797,26.68,89,100,5.14,PG,1675826741
221,sarakhs,36.5449,61.1577,12.34,56,98,4.16,IR,1675826820
222,tumut,-35.3,148.2167,29.4,37,15,4.76,AU,1675826821
223,melenki,55.3343,41.6295,-15.57,100,99,2.37,RU,1675826822
224,gumdag,39.2061,54.5906,7.14,78,100,5.59,TM,1675826822
225,bilibino,68.0546,166.4372,-36.38,98,100,1.11,RU,1675826823
226,port lincoln,-34.7333,135.8667,23.86,57,23,3.9,AU,1675826824
227,hay river,60.8156,-115.7999,-19.01,78,75,3.6,CA,1675826825
228,ulagan,50.6321,87.9563,-16.24,88,100,1.07,RU,1675826826
229,axim,4.8699,-2.2405,25.15,87,100,1.04,GH,1675826826
230,nyurba,63.2842,118.3319,-33.47,95,100,0.52,RU,1675826827
231,grindavik,63.8424,-22.4338,-3.74,93,75,13.38,IS,1675826827
232,te horo,-40.8084,175.1233,23.68,70,12,2.24,NZ,1675826828
233,sinnamary,5.3833,-52.95,24.02,91,61,4.19,GF,1675826828
234,kurumkan,54.3,110.3,-17.44,87,99,1.12,RU,1675826829
235,lompoc,34.6391,-120.4579,11.12,85,0,3.58,US,1675826829
236,lebu,-37.6167,-73.65,14.88,88,0,7.79,CL,1675826830
237,baft,29.234,56.6057,5.75,77,99,4.41,IR,1675826831
238,kendari,-3.945,122.4989,31.16,58,96,1.67,ID,1675826831
239,murray bridge,-35.1167,139.2667,33.52,27,2,3.48,AU,1675826832
240,namatanai,-3.6667,152.4333,29.85,64,92,4.77,PG,1675826595
241,carballo,43.213,-8.691,6.59,68,42,2.2,ES,1675826833
242,hami,42.8,93.45,1.17,66,100,1.41,CN,1675826833
243,abu samrah,35.3029,37.1841,2.32,79,68,1.99,SY,1675826834
244,longyearbyen,78.2186,15.6401,-4.09,68,40,8.75,SJ,1675826641
245,mitu,1.1983,-70.1733,22.04,97,78,0.32,CO,1675826835
246,ruteng,-8.6136,120.4721,21.83,78,77,1.57,ID,1675826836
247,arlit,18.7369,7.3853,21.03,16,100,1.61,NE,1675826836
248,nakhon phanom,17.3333,104.4167,25.82,55,5,3.33,TH,1675826837
249,lenoir,35.2335,-77.6497,11.18,70,0,4.63,US,1675826837
250,rocha,-34.4833,-54.3333,20.67,82,28,3.43,UY,1675826838
251,bull savanna,17.8868,-77.5902,21.66,82,0,3.85,JM,1675826838
252,paamiut,61.994,-49.6678,-18.06,78,84,5.48,GL,1675826839
253,pechora,65.1472,57.2244,-9.1,94,100,6.11,RU,1675826840
254,kozhva,65.1073,57.0459,-8.78,94,100,5.64,RU,1675826841
255,mangan,27.5167,88.5333,14.33,69,76,0.37,IN,1675826609
256,batagay-alyta,67.8006,130.4114,-36.43,100,98,0.71,RU,1675826842
257,uaua,-9.8414,-39.4817,22.4,66,99,5.21,BR,1675826842
258,luderitz,-26.6481,15.1594,18.43,82,19,8.5,NA,1675826843
259,linxia,35.6003,103.2064,-1.23,80,100,2.49,CN,1675826844
260,broken hill,-31.95,141.4333,30.76,15,0,5.27,AU,1675826845
261,mandalgovi,45.7625,106.2708,-10.14,77,96,3.1,MN,1675826845
262,yibin,28.7667,104.6238,11.72,86,100,0.39,CN,1675826846
263,sao filipe,14.8961,-24.4956,20.13,69,20,4.39,CV,1675826848
264,santiago de cao,-7.9589,-79.2392,23.07,83,75,3.09,PE,1675826848
265,cedar city,37.6775,-113.0619,-1.45,86,0,2.06,US,1675826700
266,fortuna,40.5982,-124.1573,10.55,85,100,0.0,US,1675826849
267,hithadhoo,-0.6,73.0833,27.33,72,15,3.36,MV,1675826850
268,talnakh,69.4865,88.3972,-23.07,98,98,3.3,RU,1675826850
269,sao joao da barra,-21.6403,-41.0511,23.2,94,100,1.69,BR,1675826852
270,poso,-1.3959,120.7524,28.25,70,100,1.7,ID,1675826853
271,mount isa,-20.7333,139.5,33.87,49,75,3.09,AU,1675826575
272,cabot,34.9745,-92.0165,12.93,81,75,3.6,US,1675826855
273,codrington,-38.2667,141.9667,19.2,58,80,6.74,AU,1675826856
274,qidong,31.8128,121.6561,9.4,66,98,6.03,CN,1675826856
275,castiglione del lago,43.1271,12.0453,1.12,85,29,2.06,IT,1675826857
276,iskateley,67.6803,53.1512,1.59,83,100,10.58,RU,1675826857
277,necochea,-38.5473,-58.7368,22.35,77,13,6.32,AR,1675826858
278,charlestown,-32.95,151.6667,29.45,62,29,2.68,AU,1675826858
279,alice springs,-23.7,133.8833,34.75,40,40,5.14,AU,1675826858
280,batagay,67.6333,134.6333,-43.34,95,54,0.61,RU,1675826859
281,yumen,40.2833,97.2,-0.61,46,27,6.69,CN,1675826859
282,san patricio,28.017,-97.5169,22.97,82,92,6.03,US,1675826860
283,ayagoz,47.9714,80.4392,-5.93,92,100,0.62,KZ,1675826860
284,georgetown,5.4112,100.3354,29.96,69,20,4.63,MY,1675826600
285,lisala,2.15,21.5167,24.11,31,100,0.45,CD,1675826861
286,fare,-16.7,-151.0167,27.08,70,9,4.5,PF,1675826861
287,sijunjung,-0.6876,100.9537,26.38,57,100,0.74,ID,1675826862
288,broome,42.2506,-75.833,4.14,77,100,5.14,US,1675826862
289,inirida,3.8653,-67.9239,23.47,93,84,1.04,CO,1675826863
290,san quintin,30.4833,-115.95,14.71,52,0,0.98,MX,1675826771
291,chumikan,54.7183,135.315,-25.77,74,57,6.04,RU,1675826863
292,asosa,10.0667,34.5333,17.25,39,5,2.71,ET,1675826864
293,zhongxing,33.7039,118.6792,9.69,53,99,5.95,CN,1675826864
294,souillac,-20.5167,57.5167,26.21,83,40,5.14,MU,1675826865
295,sibolga,1.7427,98.7792,28.37,56,100,0.96,ID,1675826865
296,srednekolymsk,67.45,153.6833,-32.53,95,100,2.46,RU,1675826866
297,nicoya,10.1483,-85.452,24.44,73,66,5.13,CR,1675826866
298,puerto quijarro,-17.7833,-57.7667,23.4,86,92,0.14,BO,1675826866
299,xai-xai,-25.0519,33.6442,22.96,95,79,2.26,MZ,1675826867
300,san cristobal,7.7669,-72.225,21.1,78,12,0.78,VE,1675826764
301,mezhdurechensk,53.6942,88.0603,-5.93,96,100,1.1,RU,1675826868
302,plakhtiyivka,46.1006,29.7217,-3.85,77,100,7.0,UA,1675826868
303,port hardy,50.6996,-127.4199,4.1,93,75,2.57,CA,1675826869
304,beloha,-25.1667,45.05,23.17,76,100,3.26,MG,1675826869
305,paramonga,-10.6667,-77.8333,22.75,83,40,2.37,PE,1675826869
306,lagoa,39.05,-27.9833,13.16,58,98,6.26,PT,1675826870
307,gore,-46.1028,168.9436,14.41,52,63,5.79,NZ,1675826870
308,aksu,41.1231,80.2644,-3.74,64,8,2.03,CN,1675826691
309,surab,28.4914,66.2585,9.13,40,3,1.79,PK,1675826871
310,canyon,34.9803,-101.9188,6.48,40,98,2.81,US,1675826872
311,bilma,18.6853,12.9164,18.99,22,100,3.19,NE,1675826700
312,tuy hoa,13.0833,109.3,26.3,77,37,2.34,VN,1675826873
313,la paz,-16.5,-68.15,8.99,100,75,2.57,BO,1675826308
314,pundaguitan,6.3711,126.1689,26.36,73,96,2.8,PH,1675826873
315,san ramon,37.7799,-121.978,12.12,76,0,2.06,US,1675826874
316,belyy,55.8402,32.9419,-12.17,98,78,2.35,RU,1675826874
317,klaksvik,62.2266,-6.589,7.72,83,100,25.19,FO,1675826875
318,adrar,20.5022,-10.0711,14.58,24,100,5.04,MR,1675826875
319,victoria,22.2855,114.1577,20.54,84,97,5.81,HK,1675826876
320,hlohovec,48.4317,17.8031,-5.81,82,6,2.33,SK,1675826876
321,akyab,20.15,92.9,21.82,46,1,2.35,MM,1675826877
322,burgersdorp,-30.9977,26.3286,15.98,79,100,1.88,ZA,1675826877
323,peniche,39.3558,-9.3811,7.47,81,3,3.98,PT,1675826766
324,goundam,16.4145,-3.6708,21.97,14,77,4.91,ML,1675826878
325,zhuanghe,39.7008,122.9911,1.69,29,0,2.87,CN,1675826878
326,manoel urbano,-8.8389,-69.2597,22.39,95,51,0.63,BR,1675826879
327,venado tuerto,-33.7456,-61.9688,25.43,32,0,1.77,AR,1675826879
328,melfi,40.9965,15.6514,-2.37,78,91,0.46,IT,1675826880
329,carutapera,-1.195,-46.02,24.39,93,100,1.62,BR,1675826880
330,tarnogskiy gorodok,60.4997,43.5761,-6.0,93,100,4.54,RU,1675826881
331,amboasary,-25.0333,46.3833,22.52,80,100,1.79,MG,1675826882
332,tautira,-17.7333,-149.15,26.78,60,5,1.94,PF,1675826882
333,ensley,30.5188,-87.2728,19.23,88,100,6.17,US,1675826883
334,savannah bight,16.45,-85.85,26.14,79,4,11.22,HN,1675826883
335,chiredzi,-21.05,31.6667,20.48,81,62,0.98,ZW,1675826884
336,yeppoon,-23.1333,150.7333,28.88,65,96,9.49,AU,1675826884
337,jiuquan,39.7432,98.5174,-0.18,49,64,1.02,CN,1675826885
338,oyama,36.3,139.8,8.3,58,99,1.34,JP,1675826885
339,snasa,64.2457,12.3778,-1.33,93,81,2.06,NO,1675826886
340,balikpapan,-1.2675,116.8289,30.55,62,75,3.09,ID,1675826358
341,hirara,24.8,125.2833,22.15,73,75,6.69,JP,1675826887
342,ocampo,21.65,-101.5,14.58,24,100,3.39,MX,1675826887
343,fairbanks,64.8378,-147.7164,-14.0,78,100,0.0,US,1675826719
344,russell,32.3502,-85.1999,16.57,81,0,0.0,US,1675826888
345,wicklow,53.0,-6.4167,3.93,96,94,2.15,IE,1675826888
346,khash,28.2211,61.2158,11.22,54,23,3.96,IR,1675826889
347,marzuq,14.4,46.4667,16.35,53,6,2.3,YE,1675826889
348,tateyama,34.9833,139.8667,11.72,68,96,7.3,JP,1675826889
349,hamilton,39.1834,-84.5333,11.05,91,100,3.09,US,1675826448
350,oranjemund,-28.55,16.4333,17.4,90,99,6.87,NA,1675826890
351,misratah,32.3754,15.0925,13.01,64,99,6.68,LY,1675826891
352,tokur,53.1333,132.9,-27.21,88,99,0.42,RU,1675826891
353,amapa,1.0,-52.0,22.23,99,100,0.98,BR,1675826892
354,purpe,64.4803,76.6897,-25.55,100,84,3.93,RU,1675826892
355,la sarre,48.8002,-79.1996,-7.36,87,99,5.64,CA,1675826893
356,barmer,25.75,71.3833,18.96,20,1,1.71,IN,1675826344
357,ust-barguzin,53.45,108.9833,-14.05,90,100,1.93,RU,1675826893
358,cherskiy,68.75,161.3,-33.2,95,100,2.52,RU,1675826894
359,pitea,65.3172,21.4794,-1.95,78,100,4.14,SE,1675826894
360,dudinka,69.4058,86.1778,-26.34,100,95,2.07,RU,1675826895
361,khawhai,23.3667,93.1167,15.73,34,0,0.49,IN,1675826896
362,vysokaya gora,55.9128,49.3017,-16.9,100,100,1.9,RU,1675826896
363,nome,64.5011,-165.4064,-22.96,77,0,0.0,US,1675826897
364,beira,-19.8436,34.8389,25.05,100,20,2.06,MZ,1675826897
365,lusambo,-4.9667,23.45,20.83,96,100,1.1,CD,1675826898
366,quzhou,28.9594,118.8686,9.65,94,100,3.88,CN,1675826898
367,sungairaya,0.7,108.9,29.3,67,98,1.95,ID,1675826899
368,kosino,58.4127,51.2782,-12.23,93,99,4.03,RU,1675826899
369,norman wells,65.282,-126.8329,-21.98,77,75,2.06,CA,1675826900
370,tupaciguara,-18.5922,-48.705,19.94,91,100,2.3,BR,1675826900
371,terrace,54.5163,-128.6035,0.95,93,100,0.0,CA,1675826901
372,pacific grove,36.6177,-121.9166,11.48,87,0,1.54,US,1675826902
373,altay,47.8667,88.1167,-7.34,75,100,1.41,CN,1675826903
374,sitka,57.0531,-135.33,1.94,80,75,2.57,US,1675826762
375,luangwa,-15.6167,30.4167,20.67,97,2,0.18,ZM,1675826903
376,srandakan,-7.9386,110.2506,25.87,83,100,1.68,ID,1675826904
377,pisco,-13.7,-76.2167,23.03,88,0,5.14,PE,1675826772
378,nova vicosa,-17.8919,-39.3719,24.88,84,10,4.02,BR,1675826904
379,changuinola,9.4333,-82.5167,22.8,89,91,1.82,PA,1675826905
380,chara,56.9064,118.2631,-20.13,73,87,1.15,RU,1675826905
381,arraial do cabo,-22.9661,-42.0278,23.75,92,100,1.04,BR,1675826906
382,takab,36.4009,47.1133,-6.64,95,99,1.59,IR,1675826907
383,nemuro,43.3236,145.575,-3.23,57,28,1.74,JP,1675826907
384,masallatah,32.6167,14.0,9.96,72,90,8.49,LY,1675826907
385,makakilo city,21.3469,-158.0858,26.18,69,75,5.66,US,1675826703
386,kifri,34.6959,44.9661,7.58,87,100,2.54,IQ,1675826908
387,tommot,58.9564,126.2925,-26.35,90,100,1.7,RU,1675826909
388,goiatuba,-18.0125,-49.3547,19.91,91,100,1.14,BR,1675826909
389,leh,34.1667,77.5833,-18.06,65,10,1.07,IN,1675826769
390,rio grande,-32.035,-52.0986,23.32,72,0,6.89,BR,1675826677
391,ishigaki,24.3448,124.1572,23.07,73,75,6.17,JP,1675826910
392,naliya,23.2667,68.8333,20.18,56,24,2.45,IN,1675826911
393,kaminskiy,57.1516,41.4732,-12.63,93,90,3.62,RU,1675826911
394,mitsamiouli,-11.3847,43.2844,27.23,78,100,4.78,KM,1675826912
395,chicama,-7.8447,-79.1469,22.3,75,53,2.1,PE,1675826912
396,chapais,49.7834,-74.8492,-5.12,95,100,4.39,CA,1675826913
397,kulhudhuffushi,6.6221,73.07,26.76,71,70,3.92,MV,1675826913
398,lavrentiya,65.5833,-171.0,-25.97,92,97,1.31,RU,1675826914
399,bar harbor,44.3876,-68.2039,1.12,79,100,1.79,US,1675826914
400,gazojak,41.1875,61.4036,5.63,62,100,4.04,TM,1675826915
401,brae,60.3964,-1.353,6.8,73,100,13.76,GB,1675826915
402,gorontalo,0.5412,123.0595,23.52,94,100,2.19,ID,1675826916
403,hornepayne,49.2138,-84.7705,-16.73,99,84,1.52,CA,1675826916
404,gidole,5.65,37.3667,13.86,34,1,1.86,ET,1675826917
405,kununurra,-15.7667,128.7333,35.99,38,5,4.12,AU,1675826917
406,angoche,-16.2325,39.9086,24.37,89,100,3.55,MZ,1675826918
407,gambela,8.25,34.5833,24.01,28,17,1.38,ET,1675826918
408,kirakira,-10.4544,161.9205,27.96,83,100,4.21,SB,1675826919
409,tilichiki,60.4667,166.1,-28.13,90,65,4.37,RU,1675826919
410,northam,51.0333,-4.2167,3.12,91,0,2.87,GB,1675826920
411,camacha,33.0833,-16.3333,12.68,77,40,6.69,PT,1675826920
412,havoysund,70.9963,24.6622,2.13,62,25,11.85,NO,1675826921
413,doha,25.2867,51.5333,18.99,82,20,7.72,QA,1675826921
414,provideniya,64.3833,-173.3,-19.94,71,100,3.0,RU,1675826676
415,naryan-mar,67.6713,53.087,1.64,83,100,10.61,RU,1675826922
416,barranca,-10.75,-77.7667,22.69,80,35,2.05,PE,1675826922
417,novo oriente,-5.5344,-40.7742,22.53,70,100,1.09,BR,1675826923
418,vilhena,-12.7406,-60.1458,20.04,97,48,0.98,BR,1675826923
419,rosario,-32.9468,-60.6393,27.68,42,0,2.57,AR,1675826924
420,kudat,6.8837,116.8477,26.96,83,20,1.54,MY,1675826924
421,acapulco,16.8634,-99.8901,25.9,73,20,1.03,MX,1675826246
422,almoradi,38.1088,-0.792,11.17,72,100,0.45,ES,1675826925
423,geraldton,-28.7667,114.6,33.23,29,0,4.12,AU,1675826824
